Provincia,Partido,Localidad,Link Indec, ADSL , CABLEMODEM , DIAL UP , FIBRA OPTICA , OTROS , SATELITAL , WIMAX , WIRELESS , Total general 
SANTA FE,San Javier,Romang,82098050, -   , 801 , -   , 2 , 195 , -   , -   , 369 , 1.367 
SANTA FE,San Javier,San Javier,82098060, -   , 826 , -   , 96 , -   , -   , -   , 194 , 1.116 
SANTA FE,San Javier,La Brava,82098040, -   , -   , -   , -   , -   , -   , -   , 20 , 20 
SANTA FE,San Jerónimo,Arocena,82105010, -   , 202 , -   , -   , 400 , -   , -   , -   , 602 
SANTA FE,San Jerónimo,Barrancas,82105030, 1.381 , -   , -   , -   , -   , -   , -   , -   , 1.381 
SANTA FE,San Jerónimo,Barrio Caima,82105040, -   , -   , -   , -   , -   , -   , -   , 21 , 21 
SANTA FE,San Jerónimo,Bernardo de Irigoyen (Est. Irigoyen),82105060, -   , -   , -   , 262 , -   , -   , -   , -   , 262 
SANTA FE,San Jerónimo,Centeno,82105080, 810 , -   , -   , 94 , -   , -   , -   , -   , 904 
SANTA FE,San Jerónimo,Coronda,82105090, 419 , -   , -   , 3.509 , 215 , -   , -   , 684 , 4.827 
SANTA FE,San Jerónimo,Desvío Arijón,82105100, 130 , -   , -   , -   , -   , -   , -   , 43 , 173 
SANTA FE,San Jerónimo,Díaz,82105110, 256 , -   , -   , 258 , -   , -   , -   , -   , 514 
SANTA FE,San Jerónimo,Gaboto,82105120, -   , -   , -   , -   , 201 , -   , -   , 240 , 441 
SANTA FE,San Jerónimo,Gálvez,82105130, 3.272 , -   , -   , 4.304 , 59 , -   , -   , 20 , 7.655 
SANTA FE,San Jerónimo,Gessler,82105140, 96 , -   , -   , 105 , -   , -   , -   , 46 , 247 
SANTA FE,San Jerónimo,Irigoyen,82105150, -   , 99 , -   , -   , -   , -   , -   , 246 , 345 
SANTA FE,San Jerónimo,Larrechea,82105160, -   , -   , -   , -   , -   , -   , -   , 26 , 26 
SANTA FE,San Jerónimo,Loma Alta,82105170, 15 , -   , -   , 31 , -   , -   , -   , -   , 46 
SANTA FE,San Jerónimo,López (Est. San Martín de Tours),82105180, 16 , 332 , -   , -   , -   , -   , -   , -   , 348 
SANTA FE,San Jerónimo,Maciel,82105190, 393 , 782 , -   , -   , 136 , -   , -   , 1 , 1.312 
SANTA FE,San Jerónimo,Monje,82105200, -   , -   , -   , 791 , -   , -   , -   , -   , 791 
SANTA FE,San Jerónimo,San Fabián,82105230, 55 , 115 , -   , -   , -   , -   , -   , 67 , 237 
SANTA FE,San Jerónimo,San Genaro,82105240, 278 , -   , -   , 1.124 , -   , -   , -   , 57 , 1.459 
SANTA FE,San Jerónimo,San Genaro Norte,82105250, 614 , -   , -   , 805 , -   , -   , -   , 46 , 1.465 
SANTA FE,San Jerónimo,San Eugenio,82105220, -   , 23 , -   , -   , -   , -   , -   , -   , 23 
SANTA FE,San Justo,Angeloni,82112010, -   , -   , -   , -   , -   , -   , -   , 24 , 24 
SANTA FE,San Justo,Cayastacito,82112020, -   , -   , -   , -   , -   , -   , -   , 71 , 71 
SANTA FE,San Justo,Esther,82112040, -   , -   , -   , -   , -   , -   , -   , 11 , 11 
SANTA FE,San Justo,Gobernador Crespo,82112050, 127 , 1.110 , -   , -   , -   , -   , -   , 257 , 1.494 
SANTA FE,San Justo,La Criolla (Est. Cañadita),82112060, 246 , 342 , -   , -   , -   , -   , -   , 31 , 619 
SANTA FE,San Justo,Marcelino Escalada,82112080, 93 , 57 , -   , -   , -   , -   , -   , 130 , 280 
SANTA FE,San Justo,Naré,82112090, -   , -   , -   , -   , -   , -   , -   , 13 , 13 
SANTA FE,San Justo,OTROS,Sin Datos, -   , -   , -   , -   , -   , 28 , -   , -   , 28 
SANTA FE,San Justo,Pedro Gómez Cello,82112100, -   , -   , -   , -   , -   , -   , -   , 92 , 92 
SANTA FE,San Justo,Ramayón,82112110, -   , -   , -   , -   , -   , -   , -   , 162 , 162 
SANTA FE,San Justo,San Bernardo,82112120, -   , -   , -   , -   , -   , -   , -   , 7 , 7 
SANTA FE,San Justo,San Justo,82112130, 222 , 3 , -   , 8.164 , 550 , -   , -   , 52 , 8.991 
SANTA FE,San Justo,Vera y Pintado (Est. Guaraníes),82112160, 12 , 47 , -   , 190 , 67 , -   , -   , 140 , 456 
SANTA FE,San Justo,Videla,82112170, 106 , -   , -   , 312 , -   , -   , -   , 33 , 451 
SANTA FE,San Justo,Colonia Dolores,82112030, -   , -   , -   , -   , -   , -   , -   , 22 , 22 
SANTA FE,San Justo,La Penca y Caraguatá,82112070, -   , -   , -   , -   , -   , -   , -   , 26 , 26 
SANTA FE,San Justo,San Martín Norte,82112140, -   , -   , -   , -   , -   , -   , -   , 35 , 35 
SANTA FE,San Justo,Silva (Est. Abipones),82112150, -   , -   , -   , -   , -   , -   , -   , 25 , 25 
SANTA FE,San Lorenzo,Aldao,82119010, -   , 524 , -   , -   , -   , -   , -   , -   , 524 
SANTA FE,San Lorenzo,Capitán Bermúdez,82119020, 2.997 , 1.255 , 1 , 2.899 , -   , -   , -   , -   , 7.152 
SANTA FE,San Lorenzo,Carcarañá,82119030, 537 , 1 , -   , -   , -   , -   , -   , 23 , 561 
SANTA FE,San Lorenzo,Coronel Arnold,82119040, -   , -   , -   , 245 , -   , -   , -   , -   , 245 
SANTA FE,San Lorenzo,Fray Luis Beltrán,82119050, 1.828 , 24 , -   , 871 , -   , -   , -   , -   , 2.723 
SANTA FE,San Lorenzo,Fuentes,82119060, -   , -   , -   , 920 , -   , -   , -   , 20 , 940 
SANTA FE,San Lorenzo,Luis Palacios (Est. La Salada),82119070, -   , 552 , -   , -   , -   , -   , -   , 47 , 599 
SANTA FE,San Lorenzo,Puerto General San Martín,82119080, -   , -   , -   , 2.602 , 215 , 2 , -   , 16 , 2.835 
SANTA FE,San Lorenzo,Pujato,82119090, 876 , -   , -   , -   , 15 , -   , -   , 103 , 994 
SANTA FE,San Lorenzo,Ricardone,82119100, 341 , 1.128 , -   , -   , -   , 1 , -   , 22 , 1.492 
SANTA FE,San Lorenzo,Roldán,82119110, 1.650 , 1.961 , -   , 3.123 , 2 , -   , -   , 508 , 7.244 
SANTA FE,San Lorenzo,San Jerónimo Sud,82119120, 115 , 1.068 , -   , 2 , -   , -   , -   , -   , 1.185 
SANTA FE,San Lorenzo,San Lorenzo,82119130, 903 , 5.278 , -   , 1.020 , -   , -   , -   , 50 , 7.251 
SANTA FE,San Lorenzo,Timbúes,82119140, 148 , -   , -   , 1.207 , 134 , 1 , -   , 79 , 1.569 
SANTA FE,San Lorenzo,Villa Elvira,82119150, -   , -   , -   , -   , -   , -   , -   , 30 , 30 
SANTA FE,San Lorenzo,Villa Mugueta,82119160, -   , 1 , -   , -   , -   , 1 , -   , 29 , 31 
SANTA FE,San Martín,Carlos Pellegrini,82126020, 310 , 997 , -   , 615 , -   , -   , -   , 61 , 1.983 
SANTA FE,San Martín,Casas,82126030, -   , 11 , -   , -   , -   , -   , -   , 8 , 19 
SANTA FE,San Martín,Castelar,82126040, -   , -   , -   , 30 , -   , -   , -   , -   , 30 
SANTA FE,San Martín,Colonia Belgrano,82126050, -   , 86 , -   , 278 , 250 , -   , -   , -   , 614 
SANTA FE,San Martín,El Trébol,82126070, 611 , 1.539 , -   , 1.476 , -   , -   , -   , 4 , 3.630 
SANTA FE,San Martín,Landeta,82126080, 198 , 217 , -   , -   , -   , -   , -   , -   , 415 
SANTA FE,San Martín,Las Bandurrias,82126090, -   , 8 , -   , -   , 2 , -   , -   , 3 , 13 
SANTA FE,San Martín,Las Petacas,82126100, -   , -   , -   , -   , -   , -   , -   , -   , -   
SANTA FE,San Martín,Los Cardos,82126110, 66 , 236 , -   , 15 , -   , 1 , -   , -   , 318 
SANTA FE,San Martín,María Susana,82126120, 341 , -   , -   , 827 , 3 , -   , -   , 42 , 1.213 
SANTA FE,San Martín,Piamonte,82126130, -   , 1.270 , -   , -   , -   , -   , -   , -   , 1.270 
SANTA FE,San Martín,San Jorge,82126140, 1.448 , 980 , -   , 1.829 , -   , 1 , -   , 183 , 4.441 
SANTA FE,San Martín,San Martín de las Escobas,82126150, 795 , 936 , -   , -   , -   , -   , -   , 108 , 1.839 
SANTA FE,San Martín,Sastre,82126160, 209 , -   , -   , 580 , -   , -   , -   , 145 , 934 
SANTA FE,San Martín,Cañada Rosquín,82126010, -   , 1.518 , -   , 83 , -   , -   , -   , 47 , 1.648 
SANTA FE,Vera,Calchaquí,82133010, 369 , -   , -   , -   , 1.050 , 1 , -   , 230 , 1.650 
SANTA FE,Vera,Cañada Ombú,82133020, -   , -   , -   , -   , -   , 1 , -   , 34 , 35 
SANTA FE,Vera,Colmena,82133030, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
SANTA FE,Vera,Fortín Olmos,82133040, -   , -   , -   , -   , -   , 2 , -   , 337 , 339 
SANTA FE,Vera,Garabato,82133050, -   , -   , -   , -   , -   , -   , -   , 104 , 104 
SANTA FE,Vera,Intiyaco,82133070, -   , -   , -   , -   , -   , 2 , -   , 97 , 99 
SANTA FE,Vera,La Gallareta,82133090, -   , -   , -   , -   , -   , -   , -   , 373 , 373 
SANTA FE,Vera,Margarita,82133110, -   , 740 , -   , -   , -   , 2 , -   , 106 , 848 
SANTA FE,Vera,Paraje 29,82133120, -   , -   , -   , -   , -   , 1 , -   , 34 , 35 
SANTA FE,Vera,Pozo de los Indios,82133130, -   , -   , -   , -   , -   , 2 , -   , 23 , 25 
SANTA FE,Vera,Toba,82133160, -   , -   , -   , -   , -   , 1 , -   , 52 , 53 
SANTA FE,Vera,Vera (Est. Gobernador Vera),82133170, 286 , -   , -   , -   , 2.000 , -   , -   , 801 , 3.087 
SANTA FE,Vera,Los Amores,82133100, -   , -   , -   , -   , -   , -   , -   , 122 , 122 
SANTA FE,Vera,Pueblo Santa Lucía,82133140, -   , -   , -   , -   , -   , -   , -   , 30 , 30 
SANTA FE,Vera,Golondrina,82133060, -   , -   , -   , -   , -   , -   , -   , 70 , 70 
SANTA FE,Vera,Kilómetro 115,82133080, -   , -   , -   , -   , -   , -   , -   , 3 , 3 
SANTA FE,Vera,Tartagal (Est. El Tajamar),82133150, -   , -   , -   , -   , -   , -   , -   , 210 , 210 
SANTIAGO DEL ESTERO,Aguirre,Malbrán,86007030, 9 , -   , -   , 1 , -   , 1 , -   , -   , 11 
SANTIAGO DEL ESTERO,Aguirre,Villa General Mitre (Est. Pinto),86007040, -   , 229 , -   , -   , -   , 3 , -   , 2 , 234 
SANTIAGO DEL ESTERO,Aguirre,Argentina,86007010, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
SANTIAGO DEL ESTERO,Aguirre,Casares,86007020, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
SANTIAGO DEL ESTERO,Alberdi,Campo Gallo,86014010, 1 , -   , -   , 5 , -   , 4 , -   , 63 , 73 
SANTIAGO DEL ESTERO,Alberdi,Coronel Manuel L. Rico,86014020, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
SANTIAGO DEL ESTERO,Alberdi,Donadeu,86014030, 1 , -   , -   , 1 , -   , -   , -   , -   , 2 
SANTIAGO DEL ESTERO,Alberdi,Sachayoj,86014040, -   , -   , -   , 204 , -   , 3 , -   , -   , 207 
SANTIAGO DEL ESTERO,Alberdi,Santos Lugares,86014050, -   , -   , -   , 11 , 57 , 1 , -   , 5 , 74 
SANTIAGO DEL ESTERO,Atamisqui,Estación Atamisqui,86021010, 1 , -   , -   , 1 , -   , 1 , -   , -   , 3 
SANTIAGO DEL ESTERO,Atamisqui,Medellín,86021020, -   , -   , -   , 2 , -   , 1 , -   , 29 , 32 
SANTIAGO DEL ESTERO,Atamisqui,Villa Atamisqui,86021030, 1 , -   , -   , 2 , -   , 2 , -   , 45 , 50 
SANTIAGO DEL ESTERO,Avellaneda,Colonia Dora,86028010, 55 , 10 , -   , 1 , -   , 2 , -   , 5 , 73 
SANTIAGO DEL ESTERO,Avellaneda,Herrera,86028020, -   , 3 , -   , 1 , 100 , 1 , -   , -   , 105 
SANTIAGO DEL ESTERO,Avellaneda,Icaño,86028030, -   , 3 , -   , 2 , -   , 1 , -   , 79 , 85 
SANTIAGO DEL ESTERO,Avellaneda,Lugones,86028040, -   , 2 , -   , 2 , -   , 1 , -   , -   , 5 
SANTIAGO DEL ESTERO,Avellaneda,Real Sayana,86028050, -   , 2 , -   , 2 , -   , -   , -   , -   , 4 
SANTIAGO DEL ESTERO,Avellaneda,Villa Mailín,86028060, -   , -   , -   , -   , -   , 2 , -   , 1 , 3 
SANTIAGO DEL ESTERO,Banda,Clodomira,86035060, -   , -   , -   , 3 , 5 , 1 , -   , 417 , 426 
SANTIAGO DEL ESTERO,Banda,La Banda,86035090, 26 , -   , -   , 1.618 , -   , 3 , -   , 367 , 2.014 
SANTIAGO DEL ESTERO,Banda,Los Quiroga,86035110, -   , -   , -   , -   , -   , 1 , -   , 45 , 46 
SANTIAGO DEL ESTERO,Banda,Simbolar,86035130, -   , -   , -   , 1 , -   , 1 , -   , -   , 2 
SANTIAGO DEL ESTERO,Banda,Abra Grande,86035010, 1 , -   , -   , -   , -   , -   , -   , -   , 1 
SANTIAGO DEL ESTERO,Banda,Chaupi Pozo,86035050, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
SANTIAGO DEL ESTERO,Banda,Huyamampa,86035070, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
SANTIAGO DEL ESTERO,Banda,La Aurora,86035080, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
SANTIAGO DEL ESTERO,Banda,Los Soria,86035120, 1 , -   , -   , -   , -   , -   , -   , -   , 1 
SANTIAGO DEL ESTERO,Banda,Tramo 20,86035150, 1 , -   , -   , -   , -   , -   , -   , -   , 1 
SANTIAGO DEL ESTERO,Belgrano,Bandera,86042010, -   , 429 , -   , 4 , -   , 3 , -   , 69 , 505 
SANTIAGO DEL ESTERO,Belgrano,Cuatro Bocas,86042020, -   , -   , -   , -   , -   , 1 , -   , 97 , 98 
SANTIAGO DEL ESTERO,Belgrano,Fortín Inca,86042030, -   , -   , -   , 1 , -   , 1 , -   , 111 , 113 
SANTIAGO DEL ESTERO,Belgrano,Guardia Escolta,86042040, 5 , 4 , -   , 1 , -   , 1 , -   , 13 , 24 
SANTIAGO DEL ESTERO,Capital,El Mojón,86049020, -   , -   , -   , -   , -   , 1 , -   , 3 , 4 
SANTIAGO DEL ESTERO,Capital,El Zanjón,86049030, -   , -   , -   , -   , -   , 1 , -   , 96 , 97 
SANTIAGO DEL ESTERO,Capital,San Pedro,86049090, -   , -   , -   , -   , 250 , -   , -   , 4 , 254 
SANTIAGO DEL ESTERO,Capital,Santa María,86049100, 1 , -   , -   , 1 , -   , -   , -   , 4 , 6 
SANTIAGO DEL ESTERO,Capital,Santiago del Estero,86049110, 3.196 , 77.685 , 2 , 17.294 , 1 , 5 , -   , 1.708 , 99.891 
SANTIAGO DEL ESTERO,Capital,Los Cardozos,86049040, -   , -   , -   , 2 , -   , -   , -   , 3 , 5 
SANTIAGO DEL ESTERO,Capital,Yanda,86049130, -   , -   , -   , -   , -   , -   , -   , 38 , 38 
SANTIAGO DEL ESTERO,Capital,Maco,86049050, -   , -   , -   , -   , -   , -   , -   , 78 , 78 
SANTIAGO DEL ESTERO,Capital,Maquito,86049060, -   , -   , -   , -   , -   , 1 , -   , 43 , 44 
SANTIAGO DEL ESTERO,Capital,Morales,86049070, -   , -   , -   , -   , -   , -   , -   , 3 , 3 
SANTIAGO DEL ESTERO,Capital,Vuelta de la Barranca,86049120, -   , -   , -   , -   , -   , -   , -   , 4 , 4 
SANTIAGO DEL ESTERO,Choya,Choya,86063020, 49 , -   , -   , 3 , -   , 2 , -   , -   , 54 
SANTIAGO DEL ESTERO,Choya,Estación La Punta,86063030, 360 , -   , -   , -   , -   , -   , -   , -   , 360 
SANTIAGO DEL ESTERO,Choya,Frías,86063040, 1.193 , 1 , -   , 3.222 , -   , 2 , -   , 782 , 5.200 
SANTIAGO DEL ESTERO,Choya,Laprida,86063050, -   , -   , -   , 3 , -   , -   , -   , 5 , 8 
SANTIAGO DEL ESTERO,Choya,Tapso,86063080, -   , -   , -   , 1 , -   , -   , -   , 71 , 72 
SANTIAGO DEL ESTERO,Choya,Villa La Punta,86063090, -   , -   , -   , 4 , -   , 1 , -   , 5 , 10 
SANTIAGO DEL ESTERO,Copo,El Caburé,86056010, -   , -   , -   , -   , 20 , -   , -   , 100 , 120 
SANTIAGO DEL ESTERO,Copo,La Firmeza,86056020, -   , -   , -   , -   , -   , -   , -   , 20 , 20 
SANTIAGO DEL ESTERO,Copo,Los Pirpintos,86056030, -   , -   , -   , 200 , -   , 1 , -   , -   , 201 
SANTIAGO DEL ESTERO,Copo,Los Tigres,86056040, -   , -   , -   , -   , 80 , -   , -   , 50 , 130 
SANTIAGO DEL ESTERO,Copo,Monte Quemado,86056050, -   , -   , -   , 243 , 2 , 5 , -   , -   , 250 
SANTIAGO DEL ESTERO,Copo,Nueva Esperanza,86056060, -   , -   , -   , -   , -   , 1 , -   , 50 , 51 
SANTIAGO DEL ESTERO,Copo,Pampa de los Guanacos,86056070, -   , -   , -   , 204 , -   , 3 , -   , -   , 207 
SANTIAGO DEL ESTERO,Copo,San José del Boquerón,86056080, -   , -   , -   , -   , 120 , -   , -   , 5 , 125 
SANTIAGO DEL ESTERO,Copo,Urutaú,86056090, -   , -   , -   , -   , -   , -   , -   , 30 , 30 
SANTIAGO DEL ESTERO,Figueroa,Bandera Bajada,86070010, -   , -   , -   , 3 , -   , -   , -   , 5 , 8 
SANTIAGO DEL ESTERO,Figueroa,Caspi Corral,86070020, 1 , -   , -   , -   , -   , -   , -   , 5 , 6 
SANTIAGO DEL ESTERO,Figueroa,La Cañada,86070060, -   , -   , -   , 4 , -   , 1 , -   , 45 , 50 
SANTIAGO DEL ESTERO,Figueroa,Vaca Huañuna,86070090, -   , -   , -   , 1 , -   , -   , -   , 3 , 4 
SANTIAGO DEL ESTERO,Figueroa,Villa Figueroa,86070100, -   , -   , -   , 1 , -   , -   , -   , 3 , 4 
SANTIAGO DEL ESTERO,Figueroa,La Invernada,86070070, 1 , -   , -   , 2 , -   , -   , -   , 1 , 4 
SANTIAGO DEL ESTERO,Figueroa,Colonia San Juan,86070030, -   , -   , -   , -   , -   , -   , -   , 1 , 1 
SANTIAGO DEL ESTERO,General Taboada,Añatuya,86077010, 7 , 740 , -   , 3.162 , 200 , 4 , -   , 365 , 4.478 
SANTIAGO DEL ESTERO,General Taboada,Averías,86077020, -   , -   , -   , 1 , -   , -   , -   , 4 , 5 
SANTIAGO DEL ESTERO,General Taboada,Estación Tacañitas,86077030, -   , -   , -   , 2 , -   , 1 , -   , 3 , 6 
SANTIAGO DEL ESTERO,General Taboada,Los Juríes,86077050, -   , 153 , -   , 5 , -   , 1 , -   , -   , 159 
SANTIAGO DEL ESTERO,General Taboada,Tomás Young,86077060, -   , 43 , -   , -   , -   , -   , -   , 2 , 45 
SANTIAGO DEL ESTERO,Guasayán,Lavalle,86084010, 1 , -   , -   , -   , 200 , 2 , -   , 1 , 204 
SANTIAGO DEL ESTERO,Guasayán,San Pedro,86084020, 1 , -   , -   , -   , -   , -   , -   , 2 , 3 
SANTIAGO DEL ESTERO,Jiménez,El Arenal,86091005, -   , -   , -   , -   , 72 , 1 , -   , -   , 73 
SANTIAGO DEL ESTERO,Jiménez,El Bobadal,86091010, -   , -   , -   , -   , 5 , 1 , -   , -   , 6 
SANTIAGO DEL ESTERO,Jiménez,El Charco,86091020, -   , -   , -   , 3 , 30 , -   , -   , -   , 33 
SANTIAGO DEL ESTERO,Jiménez,Gramilla,86091040, -   , -   , -   , 1 , 48 , -   , -   , -   , 49 
SANTIAGO DEL ESTERO,Jiménez,Isca Yacu,86091050, -   , -   , -   , -   , 7 , -   , -   , -   , 7 
SANTIAGO DEL ESTERO,Jiménez,Pozo Hondo,86091070, -   , -   , -   , 3 , 181 , 3 , -   , -   , 187 
SANTIAGO DEL ESTERO,Juan F. Ibarra,El Colorado,86098010, -   , -   , -   , -   , 20 , 1 , -   , -   , 21 
SANTIAGO DEL ESTERO,Juan F. Ibarra,El Cuadrado,86098020, -   , -   , -   , -   , -   , 2 , -   , 121 , 123 
SANTIAGO DEL ESTERO,Juan F. Ibarra,Matará,86098030, -   , -   , -   , 4 , -   , 1 , -   , 20 , 25 
SANTIAGO DEL ESTERO,Juan F. Ibarra,Suncho Corral,86098040, 110 , -   , -   , -   , -   , 2 , -   , 73 , 185 
SANTIAGO DEL ESTERO,Juan F. Ibarra,Vilelas,86098050, 1 , -   , -   , -   , -   , 1 , -   , 2 , 4 
SANTIAGO DEL ESTERO,Loreto,Villa San Martín (Est. Loreto),86105010, -   , -   , -   , -   , -   , 1 , -   , 341 , 342 
SANTIAGO DEL ESTERO,Mitre,Villa Unión,86112010, -   , 3 , -   , 2 , -   , 1 , -   , -   , 6 
SANTIAGO DEL ESTERO,Moreno,Aerolito,86119010, 1 , -   , -   , -   , 25 , 3 , -   , 1 , 30 
SANTIAGO DEL ESTERO,Moreno,Alhuampa,86119020, 1 , -   , -   , 1 , 20 , -   , -   , -   , 22 
SANTIAGO DEL ESTERO,Moreno,Hasse,86119030, 1 , -   , -   , -   , 15 , -   , -   , -   , 16 
SANTIAGO DEL ESTERO,Moreno,Pueblo Pablo Torelo (Est. Otumpa),86119090, 1 , -   , -   , 1 , 50 , -   , -   , -   , 52 
SANTIAGO DEL ESTERO,Moreno,Quimilí,86119100, 306 , 661 , -   , 1 , 250 , 6 , -   , 8 , 1.232 
SANTIAGO DEL ESTERO,Moreno,Roversi,86119110, 1 , -   , -   , -   , 15 , 1 , -   , -   , 17 
SANTIAGO DEL ESTERO,Moreno,Tintina,86119120, -   , -   , -   , 193 , -   , 3 , -   , -   , 196 
SANTIAGO DEL ESTERO,Moreno,Weisburd,86119130, -   , -   , -   , -   , -   , 1 , -   , 43 , 44 
SANTIAGO DEL ESTERO,Moreno,Hernán Mejía Miraval,86119040, 1 , -   , -   , -   , -   , -   , -   , -   , 1 
SANTIAGO DEL ESTERO,Moreno,Patay,86119080, 1 , -   , -   , -   , -   , -   , -   , -   , 1 
SANTIAGO DEL ESTERO,Moreno,Las Tinajas,86119050, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
SANTIAGO DEL ESTERO,Ojo de Agua,OTROS,Sin Datos, -   , -   , -   , -   , -   , 4 , -   , -   , 4 
SANTIAGO DEL ESTERO,Ojo de Agua,Sol de Julio,86126020, -   , -   , -   , 1 , -   , 2 , -   , 39 , 42 
SANTIAGO DEL ESTERO,Ojo de Agua,Villa Ojo de Agua,86126030, -   , -   , -   , 5 , 333 , -   , -   , 62 , 400 
SANTIAGO DEL ESTERO,OTROS,OTROS,Sin Datos, -   , -   , -   , -   , 310 , -   , -   , -   , 310 
SANTIAGO DEL ESTERO,Pellegrini,El Mojón,86133010, -   , -   , -   , 1 , 20 , -   , -   , 4 , 25 
SANTIAGO DEL ESTERO,Pellegrini,Las Delicias,86133020, -   , -   , -   , -   , 38 , -   , -   , 3 , 41 
SANTIAGO DEL ESTERO,Pellegrini,Nueva Esperanza,86133030, -   , -   , -   , 3 , 134 , 1 , -   , 10 , 148 
SANTIAGO DEL ESTERO,Pellegrini,Rapelli,86133050, 1 , -   , -   , 2 , 13 , -   , -   , -   , 16 
SANTIAGO DEL ESTERO,Pellegrini,Santo Domingo,86133060, -   , -   , -   , -   , 60 , -   , -   , 5 , 65 
SANTIAGO DEL ESTERO,Quebrachos,Sumampa,86140020, -   , 147 , -   , 2 , -   , 1 , -   , 45 , 195 
SANTIAGO DEL ESTERO,Quebrachos,Sumampa Viejo,86140030, -   , -   , -   , -   , -   , -   , -   , 18 , 18 
SANTIAGO DEL ESTERO,Quebrachos,Ramírez de Velazco,86140010, 1 , -   , -   , -   , -   , -   , -   , -   , 1 
SANTIAGO DEL ESTERO,Río Hondo,Chañar Pozo de Abajo,86147010, -   , -   , -   , -   , 3 , -   , -   , -   , 3 
SANTIAGO DEL ESTERO,Río Hondo,Chauchillas,86147020, -   , -   , -   , -   , 2 , 1 , -   , -   , 3 
SANTIAGO DEL ESTERO,Río Hondo,Colonia Tinco,86147030, -   , -   , -   , 1 , 4 , 1 , -   , -   , 6 
SANTIAGO DEL ESTERO,Río Hondo,El Charco,86147040, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
SANTIAGO DEL ESTERO,Río Hondo,Gramilla,86147050, -   , -   , -   , -   , -   , 1 , -   , 73 , 74 
SANTIAGO DEL ESTERO,Río Hondo,Los Núñez,86147080, -   , -   , -   , 3 , 7 , -   , -   , -   , 10 
SANTIAGO DEL ESTERO,Río Hondo,Mansupa,86147090, -   , -   , -   , -   , 2 , -   , -   , -   , 2 
SANTIAGO DEL ESTERO,Río Hondo,Pozuelos,86147100, -   , -   , -   , 1 , -   , 1 , -   , -   , 2 
SANTIAGO DEL ESTERO,Río Hondo,Termas de Río Hondo,86147130, 701 , -   , -   , 4 , 80 , 1 , -   , 378 , 1.164 
SANTIAGO DEL ESTERO,Río Hondo,Villa Río Hondo,86147150, -   , -   , -   , -   , 10 , -   , -   , -   , 10 
SANTIAGO DEL ESTERO,Rivadavia,Colonia Alpina,86154010, -   , 50 , -   , -   , -   , 1 , -   , 45 , 96 
SANTIAGO DEL ESTERO,Rivadavia,Palo Negro,86154020, -   , -   , -   , 1 , -   , -   , -   , 8 , 9 
SANTIAGO DEL ESTERO,Rivadavia,Selva,86154030, -   , 557 , -   , 542 , -   , 2 , -   , 357 , 1.458 
SANTIAGO DEL ESTERO,Robles,Beltrán,86161010, 78 , -   , -   , -   , -   , 1 , -   , 70 , 149 
SANTIAGO DEL ESTERO,Robles,Colonia El Simbolar,86161020, -   , -   , -   , -   , -   , 2 , -   , 42 , 44 
SANTIAGO DEL ESTERO,Robles,Fernández,86161030, 523 , -   , -   , 3 , -   , 1 , -   , 108 , 635 
SANTIAGO DEL ESTERO,Robles,Ingeniero Forres (Est. Chaguar Punco),86161040, -   , -   , -   , 1 , -   , 1 , -   , 97 , 99 
SANTIAGO DEL ESTERO,Robles,Vilmer,86161050, -   , -   , -   , 3 , -   , 1 , -   , -   , 4 
